message_id,raw_message,normalized_message,intent,product_raw,product_canonical,unit_raw,unit_canonical,location_raw,location_canonical,price,currency,quantity,product_span_start,product_span_end,location_span_start,location_span_end,language,noise_level,has_typos,has_abbreviations,market_area,state,product_category,price_period,is_bulk,season,data_source,confidence_label,reviewed_by_human,notes,source_name,source_url
msg_0118,how much is red oil per litre in Wuse market,please how much is palm oil per litre in Wuse Market,QUERY,red oil,palm oil,litre,litre,Wuse market,Wuse Market,2450,NGN,,12,19,33,44,english,none,False,False,Wuse Market,Abuja,oil,2026-01,False,rainy,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0119,price of crate of egg at Abakaliki please,please how much is eggs per crate in Abakaliki Market,QUERY,crate of egg,eggs,crate,crate,Abakaliki,Abakaliki Market,,,,9,21,25,34,english,none,False,False,Abakaliki Market,Ebonyi,protein,,False,dry,research_anchored_synthetic,high,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0120,titus na 6850 for kg at Oyingbo today,titus fish is 6850 naira per kg in Oyingbo Market,SUBMIT_PRICE,titus,titus fish,kg,kg,Oyingbo,Oyingbo Market,6850,NGN,,0,5,24,31,pidgin,mild,False,False,Oyingbo Market,Lagos,protein,2026-04,False,rainy,research_anchored_synthetic,high,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0121,how much is gari per kg in Akure,please how much is white garri per kg in Akure Market,QUERY,gari,garri,kg,kg,Akure,Akure Market,,,2,12,16,27,32,english,none,False,False,Akure Market,Ondo,staple,,False,festive,research_anchored_synthetic,high,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0122,pls hw mch gari per bag 4 Dawanau,please how much is white garri per bag in Dawanau Market,QUERY,gari,garri,bag,bag,Dawanau,Dawanau Market,38550,NGN,,11,15,26,33,pidgin,medium,True,True,Dawanau Market,Kano,staple,2026-03,True,harvest,research_anchored_synthetic,high,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0123,price of gari at Yankura please,please how much is white garri per kg in Yankura Market,QUERY,gari,garri,kg,kg,Yankura,Yankura Market,,,,9,13,17,24,english,none,False,False,Yankura Market,Kano,staple,,False,harvest,research_anchored_synthetic,high,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0124,bulk price for dawa bag at Balogun,please what is the bulk price of sorghum per bag in Balogun Market,QUERY,dawa,sorghum,bag,bag,Balogun,Balogun Market,,,,15,19,27,34,english,none,False,False,Balogun Market,Lagos,grain,,False,harvest,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=BULK_QUERY; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0125,who sabi price of frozen chicken for Abakaliki today,please how much is chicken laps per carton in Abakaliki Market,QUERY,frozen chicken,chicken laps,carton,carton,Abakaliki,Abakaliki Market,41700,NGN,,18,32,37,46,pidgin,mild,False,False,Abakaliki Market,Ebonyi,protein,2026-04,False,harvest,research_anchored_synthetic,high,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0126,azutara m white garri 900 per kg na Ariaria,white garri is 900 naira per kg in Ariaria Market,SUBMIT_PRICE,white garri,white garri,kg,kg,Ariaria,Ariaria Market,900,NGN,,10,21,36,43,igbo_mixed,mild,False,False,Ariaria Market,Abia,staple,2026-03,False,harvest,research_anchored_synthetic,high,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0127,azutara m fresh pepper 84350 per medium bag na Oyingbo,rodo pepper is 84350 naira per medium bag in Oyingbo Market,SUBMIT_PRICE,fresh pepper,rodo pepper,medium bag,medium bag,Oyingbo,Oyingbo Market,84350,NGN,,10,22,47,54,igbo_mixed,mild,False,True,Oyingbo Market,Lagos,vegetable,2026-04,False,harvest,research_anchored_synthetic,high,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0128,price of titus at Yankura please,please how much is titus fish per kg in Yankura Market,QUERY,titus,titus fish,kg,kg,Yankura,Yankura Market,,,,9,14,18,25,english,none,False,False,Yankura Market,Kano,protein,,False,festive,research_anchored_synthetic,high,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0129,how much if i wan buy abakaliki rice in 25kg bag at Bodija,please what is the bulk price of local rice per 25kg bag in Bodija Market,QUERY,abakaliki rice,abakaliki rice,25kg bag,25kg bag,Bodija,Bodija Market,,,,22,36,52,58,pidgin,mild,False,False,Bodija Market,Oyo,staple,,True,harvest,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=BULK_QUERY; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0130,na siya rodo pepper 85850 per medium bag a Akure,rodo pepper is 85850 naira per medium bag in Akure Market,SUBMIT_PRICE,rodo pepper,rodo pepper,medium bag,medium bag,Akure,Akure Market,85850,NGN,,8,19,43,48,hausa_mixed,mild,False,False,Akure Market,Ondo,vegetable,2026-04,False,rainy,research_anchored_synthetic,high,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0131,abeg how much fresh ginger for Garki,please how much is fresh ginger per kg in Garki Market,QUERY,fresh ginger,fresh ginger,kg,kg,Garki,Garki Market,,,,14,26,31,36,pidgin,mild,False,False,Garki Market,Abuja,spice,,False,dry,research_anchored_synthetic,high,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0132,ejo how much albasa per kg ni Ariaria,is onion bulb available in Ariaria Market,QUERY,albasa,onion bulb,kg,kg,Ariaria,Ariaria Market,,,,13,19,30,37,yoruba_mixed,mild,False,False,Ariaria Market,Abia,vegetable,,False,harvest,research_anchored_synthetic,high,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=AVAILABILITY; v3 span recalculated against product_raw/location_raw.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0133,i buy egg crate 6350 per crate for Garki,eggs is 6350 naira per crate in Garki Market,SUBMIT_PRICE,egg,eggs,crate,crate,Garki,Garki Market,6350,NGN,2,6,9,35,40,pidgin,mild,False,False,Garki Market,Abuja,protein,2026-03,False,harvest,research_anchored_synthetic,high,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0134,i buy albasa 950 per kg for Dawanau,onion bulb is 950 naira per kg in Dawanau Market,SUBMIT_PRICE,albasa,onion bulb,kg,kg,Dawanau,Dawanau Market,950,NGN,,6,12,28,35,pidgin,mild,False,False,Dawanau Market,Kano,vegetable,2026-03,False,rainy,research_anchored_synthetic,high,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0135,can i price rice foreign below 47650 at Ilorin,can I get foreign rice cheaper than 47650 naira per 50kg bag in Ilorin Market,QUERY,rice foreign,foreign rice,50kg bag,50kg bag,Ilorin,Ilorin Market,47650,NGN,,12,24,40,46,pidgin,mild,False,True,Ilorin Market,Kwara,staple,2026-01,False,festive,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=NEGOTIATE; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0136,ejo how much oloyin beans per kg ni Akure,please how much is brown beans per kg in Akure Market,QUERY,oloyin beans,brown beans,kg,kg,Akure,Akure Market,,,1,13,25,36,41,yoruba_mixed,mild,False,False,Akure Market,Ondo,staple,,False,festive,research_anchored_synthetic,high,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0137,chicken laps is 48200 per carton at Ilorin today,chicken laps is 48200 naira per carton in Ilorin Market,SUBMIT_PRICE,chicken laps,chicken laps,carton,carton,Ilorin,Ilorin Market,48200,NGN,,0,12,36,42,english,mild,False,True,Ilorin Market,Kwara,protein,2026-04,False,rainy,research_anchored_synthetic,high,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0138,pls hw mch rodo pepper per bag 4 Ilorin,please how much is rodo pepper per medium bag in Ilorin Market,QUERY,rodo pepper,rodo pepper,bag,medium bag,Ilorin,Ilorin Market,,,,11,22,33,39,pidgin,medium,True,True,Ilorin Market,Kwara,vegetable,,False,festive,research_anchored_synthetic,high,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0139,anyone see fresh palm oil 4 Ilorin today,is palm oil available in Ilorin Market,QUERY,palm oil,palm oil,litre,litre,Ilorin,Ilorin Market,,,,17,25,28,34,pidgin,mild,False,True,Ilorin Market,Kwara,oil,,False,festive,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=AVAILABILITY; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0140,price din palm oil a Jos nawa,please how much is palm oil per litre in Jos Market,QUERY,palm oil,palm oil,litre,litre,Jos,Jos Market,,,1,10,18,21,24,hausa_mixed,mild,False,False,Jos Market,Plateau,oil,,False,festive,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0141,pls hw mch rodo pepper per medium bag 4 Ariaria,please how much is rodo pepper per medium bag in Ariaria Market,QUERY,rodo pepper,rodo pepper,medium bag,medium bag,Ariaria,Ariaria Market,,,,11,22,40,47,pidgin,medium,True,True,Ariaria Market,Abia,vegetable,,False,harvest,research_anchored_synthetic,high,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0142,i buy fresh ginger 6850 per kg for Wuse market,fresh ginger is 6850 naira per kg in Wuse Market,SUBMIT_PRICE,fresh ginger,fresh ginger,kg,kg,Wuse market,Wuse Market,6850,NGN,,6,18,35,46,pidgin,mild,False,False,Wuse Market,Abuja,spice,2026-03,False,festive,research_anchored_synthetic,high,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0143,ejo how much sorghum per bag ni Oyingbo,please how much is sorghum per bag in Oyingbo Market,QUERY,sorghum,sorghum,bag,bag,Oyingbo,Oyingbo Market,,,,13,20,32,39,yoruba_mixed,mild,False,False,Oyingbo Market,Lagos,grain,,False,rainy,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0144,mackerel is 7350 per kg at Bodija today,titus fish is 7350 naira per kg in Bodija Market,SUBMIT_PRICE,mackerel,titus fish,kg,kg,Bodija,Bodija Market,7350,NGN,,0,8,27,33,english,none,False,False,Bodija Market,Oyo,protein,2026-04,False,harvest,research_anchored_synthetic,high,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0145,is fresh tomato available at Wuse market today,is tomatoes available in Wuse Market,QUERY,fresh tomato,tomatoes,basket,basket,Wuse market,Wuse Market,,,,3,15,29,40,english,none,True,False,Wuse Market,Abuja,vegetable,,False,dry,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=AVAILABILITY; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0146,na siya yam 10900 per 5 tubers a PH market,yam is 10900 naira per 5 tubers in Port Harcourt Market,SUBMIT_PRICE,yam,yam,5 tubers,5 tubers,PH market,Port Harcourt Market,10900,NGN,,8,11,33,42,hausa_mixed,mild,False,False,Port Harcourt Market,Rivers,tuber,2026-01,False,dry,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0147,who sabi price of chicken lap for Abakaliki today,please how much is chicken laps per carton in Abakaliki Market,QUERY,chicken lap,chicken laps,carton,carton,Abakaliki,Abakaliki Market,42100,NGN,,18,29,34,43,pidgin,mild,False,False,Abakaliki Market,Ebonyi,protein,2026-04,False,rainy,research_anchored_synthetic,high,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0148,price of sorghum at Akure please,please how much is sorghum per bag in Akure Market,QUERY,sorghum,sorghum,bag,bag,Akure,Akure Market,,,,9,16,20,25,english,none,False,False,Akure Market,Ondo,grain,,False,harvest,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0149,biko how much yam per 5 tubers na Sabon Gari,please how much is yam per 5 tubers in Sabon Gari Market,QUERY,yam,yam,5 tubers,5 tubers,Sabon Gari,Sabon Gari Market,9800,NGN,,14,17,34,44,igbo_mixed,mild,False,False,Sabon Gari Market,Kano,tuber,2026-01,False,festive,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0150,update: tomatoes dey 40050 per basket Jos,tomatoes is 40050 naira per basket in Jos Market,SUBMIT_PRICE,tomatoes,tomatoes,basket,basket,Jos,Jos Market,40050,NGN,,8,16,38,41,pidgin,mild,False,True,Jos Market,Plateau,vegetable,2026-01,False,festive,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0151,who sabi price of pepper for Bodija today,please how much is rodo pepper per medium bag in Bodija Market,QUERY,pepper,rodo pepper,medium bag,medium bag,Bodija,Bodija Market,,,,18,24,29,35,pidgin,mild,False,False,Bodija Market,Oyo,vegetable,,False,rainy,research_anchored_synthetic,high,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0152,bulk price for gero bag at Akure,please what is the bulk price of millet per bag in Akure Market,QUERY,gero,millet,bag,bag,Akure,Akure Market,,,,15,19,27,32,english,none,False,False,Akure Market,Ondo,grain,,False,dry,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=BULK_QUERY; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0153,ejo bulk price ginger kg ni Ilorin,please what is the bulk price of fresh ginger per kg in Ilorin Market,QUERY,ginger,fresh ginger,kg,kg,Ilorin,Ilorin Market,,,,15,21,28,34,yoruba_mixed,mild,False,False,Ilorin Market,Kwara,spice,,False,festive,research_anchored_synthetic,high,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=BULK_QUERY; v3 span recalculated against product_raw/location_raw.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0154,abeg bulk new yam 5 tubers price for Dawanau,please what is the bulk price of yam per 5 tubers in Dawanau Market,QUERY,new yam,yam,5 tubers,5 tubers,Dawanau,Dawanau Market,7650,NGN,,10,17,37,44,pidgin,mild,False,False,Dawanau Market,Kano,tuber,2026-01,False,dry,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=BULK_QUERY; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0155,anyone see fresh imported rice for Utako today,is foreign rice available in Utako Market,QUERY,imported rice,foreign rice,25kg bag,25kg bag,Utako,Utako Market,42000,NGN,,17,30,35,40,pidgin,mild,False,False,Utako Market,Abuja,staple,2026-01,True,dry,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=AVAILABILITY; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0156,is macaroni avail at Wuse market today,is spaghetti available in Wuse Market,QUERY,macaroni,macaroni,pack,pack,Wuse market,Wuse Market,1150,NGN,10,3,11,21,32,english,none,True,False,Wuse Market,Abuja,processed_food,2026-01,False,rainy,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=AVAILABILITY; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0157,abeg bulk frozen chicken carton price for Yankura,please what is the bulk price of chicken laps per carton in Yankura Market,QUERY,frozen chicken,chicken laps,carton,carton,Yankura,Yankura Market,,,,10,24,42,49,pidgin,mild,False,False,Yankura Market,Kano,protein,,False,harvest,research_anchored_synthetic,high,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=BULK_QUERY; v3 span recalculated against product_raw/location_raw.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0158,pls hw mch onion bulb per bag 4 Wuse market,please how much is onion bulb per bag in Wuse Market,QUERY,onion bulb,onion bulb,bag,bag,Wuse market,Wuse Market,,,,11,21,32,43,pidgin,medium,True,True,Wuse Market,Abuja,vegetable,,True,harvest,research_anchored_synthetic,high,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=QUERY; v3 span recalculated against product_raw/location_raw.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0159,bulk price for ewa oloyin bag at Jos,please what is the bulk price of brown beans per bag in Jos Market,QUERY,ewa oloyin,brown beans,bag,bag,Jos,Jos Market,,,,15,25,33,36,english,none,False,False,Jos Market,Plateau,staple,,True,harvest,research_anchored_synthetic,high,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=BULK_QUERY; v3 span recalculated against product_raw/location_raw.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
msg_0160,is pepper available at Sabon Gari today,is rodo pepper available in Sabon Gari Market,QUERY,pepper,rodo pepper,medium bag,medium bag,Sabon Gari,Sabon Gari Market,,,,3,9,23,33,english,none,True,False,Sabon Gari Market,Kano,vegetable,,False,rainy,research_anchored_synthetic,high,False,"Price anchor from Nairametrics_Lagos_Apr2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=AVAILABILITY; v3 span recalculated against product_raw/location_raw.",Nairametrics_Lagos_Apr2026,https://nairametrics.com/2026/04/26/lagos-food-prices-ease-in-april-2026-as-supply-improves-reversing-march-spike/
msg_0161,na siya epo pupa 2350 per litre a Balogun,palm oil is 2350 naira per litre in Balogun Market,SUBMIT_PRICE,epo pupa,palm oil,litre,litre,Balogun,Balogun Market,2350,NGN,,8,16,34,41,hausa_mixed,mild,False,False,Balogun Market,Lagos,oil,2026-01,False,rainy,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0162,imported rice is 72100 per 50kg bag at PH market today,foreign rice is 72100 naira per 50kg bag in Port Harcourt Market,SUBMIT_PRICE,imported rice,foreign rice,50kg bag,50kg bag,PH market,Port Harcourt Market,72100,NGN,,0,13,39,48,english,none,False,False,Port Harcourt Market,Rivers,staple,2026-01,False,festive,research_anchored_synthetic,high,False,"Price anchor from BusinessDay_Jan2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw.",BusinessDay_Jan2026,https://businessday.ng/news/article/food-prices-ease-for-staples-as-cooking-oils-climb-in-january/
msg_0163,crate eggs is 4450 per crate at Ngbo today,eggs is 4450 naira per crate in Ngbo Market,SUBMIT_PRICE,crate eggs,eggs,crate,crate,Ngbo,Ngbo Market,4450,NGN,3,0,10,32,36,english,mild,False,True,Ngbo Market,Ebonyi,protein,2026-03,False,dry,research_anchored_synthetic,high,False,"Price anchor from Channels_NBS_Mar2026; row text generated for WhatsApp NLU training. Use as training data, not live quote. Original intent=PRICE_REPORT; v3 span recalculated against product_raw/location_raw.",Channels_NBS_Mar2026,https://www.channelstv.com/2026/05/07/consumers-pay-more-as-prices-of-eggs-beans-local-rice-others-rise-in-march/amp/
